,idx,nid,label
15206,613,4l47.RA.2508,25
15207,613,4l47.YA.2553,25
15208,613,4l47.YA.2591,25
15209,613,4l47.YA.2610,25
15210,613,4l47.RA.2574,25
15211,613,4l47.YA.2447,25
15212,613,4l47.YA.2590,25
15213,613,4l47.YA.2572,25
15214,613,4l47.YA.2605,25
15215,613,4l47.RA.2555,25
15216,613,4l47.YA.2600,25
15217,613,4l47.YA.2582,25
15218,614,4l47.XA.1495,2
15219,614,4l47.XA.1496,2
15220,614,4l47.XA.889,2
15221,614,4l47.XA.911,2
15222,614,4l47.XA.1407,2
15223,614,4l47.XA.1411,2
15224,614,4l47.XA.1492,2
15225,614,4l47.XA.1487,2
15226,614,4l47.XA.887,2
15227,614,4l47.XA.1488,2
15228,614,4l47.XA.885,2
15229,614,4l47.XA.888,2
15230,614,4l47.XA.1491,2
15231,614,4l47.XA.530,2
15232,614,4l47.XA.1499,2
15233,614,4l47.XA.1494,2
15234,614,4l47.XA.1403,2
15235,614,4l47.XA.1410,2
15236,614,4l47.XA.909,2
15237,614,4l47.XA.1409,2
15238,614,4l47.YA.1917,2
15239,614,4l47.XA.1408,2
15240,614,4l47.XA.1404,2
15241,614,4l47.YA.1912,2
15242,614,4l47.XA.1490,2
15243,614,4l47.YA.1911,2
15244,614,4l47.XA.1402,2
15245,614,4l47.XA.1497,2
15246,614,4l47.XA.1489,2
15247,614,4l47.XA.1405,2
15248,614,4l47.XA.910,2
15249,614,4l47.XA.1486,2
15250,614,4l47.XY.36,2
15251,614,4l47.XA.1498,2
15252,614,4l47.XA.1412,2
15253,614,4l47.XA.1406,2
15254,614,4l47.XA.1413,2
15255,614,4l47.YA.1913,2
15256,614,4l47.XA.1493,2
15257,614,4l47.XA.886,2
15258,615,4l71.QA.911,2
15259,615,4l71.QA.1517,2
15260,615,4l71.QA.531,2
15261,615,4l71.QA.1404,2
15262,615,4l71.QA.1493,2
15263,615,4l71.QA.1498,2
15264,615,4l71.QA.1487,2
15265,615,4l71.QA.1403,2
15266,615,4l71.QA.908,2
15267,615,4l71.QA.1408,2
15268,615,4l71.QA.1518,2
15269,615,4l71.QA.1407,2
15270,615,4l71.QA.1516,2
15271,615,4l71.QA.909,2
15272,615,4l71.QA.1496,2
15273,615,4l71.QA.1413,2
15274,615,4l71.QA.1412,2
15275,615,4l71.QA.530,2
15276,615,4l71.QA.529,2
15277,615,4l71.QA.887,2
15278,615,4l71.RA.1911,2
15279,615,4l71.QA.1402,2
15280,615,4l71.QA.1411,2
15281,615,4l71.QA.1497,2
15282,615,4l71.QA.886,2
15283,615,4l71.QA.1495,2
15284,615,4l71.QA.1499,2
15285,615,4l71.QA.1494,2
15286,615,4l71.QA.1488,2
15287,615,4l71.QA.910,2
15288,615,4l71.QA.1486,2
15289,615,4l71.QA.885,2
15290,615,4l71.RA.1917,2
15291,615,4l71.QA.1410,2
15292,615,4l71.QA.1490,2
15293,615,4l71.QA.1491,2
15294,615,4l71.QA.888,2
15295,615,4l71.RA.1912,2
15296,615,4l71.RA.1913,2
15297,615,4l71.QA.1489,2
15298,615,4l71.QA.1409,2
15299,615,4l71.QA.889,2
15300,615,4l71.QA.1492,2
15301,615,4l71.QA.890,2
15302,615,4l71.QA.1406,2
15303,615,4l71.QA.1405,2
15304,616,4l71.Z8.74,25
15305,616,4l71.YA.2554,25
15306,616,4l71.RA.2059,25
15307,616,4l71.RA.2553,25
15308,616,4l71.RA.2064,25
15309,616,4l71.RA.1782,25
15310,616,4l71.RA.2251,25
15311,616,4l71.YA.2575,25
15312,616,4l71.YA.2508,25
15313,616,4l71.YA.2602,25
15314,616,4l71.RA.2447,25
15315,616,4l71.YA.2585,25
15316,616,4l71.RA.2449,25
15317,616,4l71.RA.2504,25
15318,616,4l71.YA.2601,25
15319,616,4l71.YA.2454,25
15320,616,4l71.YA.2447,25
15321,616,4l71.RA.2575,25
15322,616,4l71.YA.2609,25
15323,616,4l71.RA.2603,25
15324,616,4l71.RA.2609,25
15325,616,4l71.Z6.74,25
15326,616,4l71.RA.2509,25
15327,616,4l71.YA.2063,25
15328,616,4l71.RA.2453,25
15329,616,4l71.YA.2604,25
15330,616,4l71.RA.2551,25
15331,616,4l71.XV.76,25
15332,616,4l71.YA.2586,25
15333,616,4l71.YA.2551,25
15334,616,4l71.QV.74,25
15335,616,4l71.YA.2062,25
15336,616,4l71.RA.2585,25
15337,616,4l71.YA.2061,25
15338,616,4l71.YA.2581,25
15339,616,4l71.RA.2587,25
15340,616,4l71.RA.2499,25
15341,616,4l71.YA.2610,25
15342,616,4l71.RA.2060,25
15343,616,4l71.YA.2571,25
15344,616,4l71.RA.2605,25
15345,616,4l71.RA.2452,25
15346,616,4l71.YA.2453,25
15347,616,4l71.YA.2448,25
15348,616,4l71.RA.2454,25
15349,616,4l71.RA.2448,25
15350,616,4l71.RA.2552,25
15351,616,4l71.RA.2583,25
15352,616,4l71.RA.2592,25
15353,616,4l71.YA.2611,25
15354,616,4l71.YA.2507,25
15355,616,4l71.Z8.75,25
15356,616,4l71.YA.2555,25
15357,616,4l71.YA.2251,25
15358,616,4l71.YA.2587,25
15359,616,4l71.YA.2556,25
15360,616,4l71.RA.2574,25
15361,616,4l71.YA.2450,25
15362,616,4l71.Z6.76,25
15363,616,4l71.YA.2583,25
15364,616,4l71.RA.2590,25
15365,616,4l71.YA.2584,25
15366,616,4l71.QV.75,25
15367,616,4l71.RA.2581,25
15368,616,4l71.RA.2450,25
15369,616,4l71.RA.2065,25
15370,616,4l71.YA.2446,25
15371,616,4l71.YA.2600,25
15372,616,4l71.YA.2592,25
15373,616,4l71.RA.2507,25
15374,616,4l71.RA.2602,25
15375,616,4l71.RA.2610,25
15376,616,4l71.RA.2604,25
15377,616,4l71.YA.2512,25
15378,616,4l71.RA.2606,25
15379,616,4l71.YA.2451,25
15380,616,4l71.RA.2572,25
15381,616,4l71.RA.2589,25
15382,616,4l71.Z8.76,25
15383,616,4l71.YA.1782,25
15384,616,4l71.RA.2611,25
15385,616,4l71.YA.2060,25
15386,616,4l71.RA.2061,25
15387,616,4l71.YA.2059,25
15388,616,4l71.QV.76,25
15389,616,4l71.RA.2062,25
15390,616,4l71.YA.2573,25
15391,616,4l71.YA.2509,25
15392,616,4l71.RA.2063,25
15393,616,4l71.RA.2500,25
15394,616,4l71.RA.2600,25
15395,616,4l71.YA.2502,25
15396,616,4l71.RA.2573,25
15397,616,4l71.YA.2501,25
15398,616,4l71.RA.2501,25
15399,616,4l71.RA.2601,25
15400,616,4l71.YA.2504,25
15401,616,4l71.YA.2591,25
15402,616,4l71.RA.2580,25
15403,616,4l71.RA.2591,25
15404,616,4l71.RA.2582,25
15405,616,4l71.RA.2586,25
15406,616,4l71.YA.2572,25
15407,616,4l71.RA.2512,25
15408,616,4l71.YA.2506,25
15409,616,4l71.RA.2505,25
15410,616,4l71.RA.2508,25
15411,616,4l71.RA.2503,25
15412,616,4l71.YA.2452,25
15413,616,4l71.YA.2503,25
15414,616,4l71.RA.2571,25
15415,616,4l71.YA.2064,25
15416,616,4l71.Z6.75,25
15417,616,4l71.RA.2446,25
15418,616,4l71.YA.2449,25
15419,616,4l71.YA.2445,25
15420,616,4l71.RA.2451,25
15421,616,4l71.YA.2505,25
15422,616,4l71.YA.2582,25
15423,616,4l71.XV.74,25
15424,616,4l71.RA.2445,25
15425,616,4l71.YA.807,25
15426,616,4l71.YA.2603,25
15427,616,4l71.YA.2552,25
15428,616,4l71.YA.2553,25
15429,616,4l71.RA.2506,25
15430,616,4l71.RA.2584,25
15431,616,4l71.RA.2502,25
15432,616,4l71.XV.75,25
15433,616,4l71.YA.2500,25
15434,616,4l71.YA.2580,25
15435,616,4l71.YA.2574,25
15436,616,4l71.RA.2554,25
15437,616,4l71.RA.2555,25
15438,617,4l71.XA.1403,2
15439,617,4l71.XA.1498,2
15440,617,4l71.XA.1411,2
15441,617,4l71.XA.1517,2
15442,617,4l71.XA.1402,2
15443,617,4l71.YA.1917,2
15444,617,4l71.XA.1494,2
15445,617,4l71.XA.530,2
15446,617,4l71.XA.1489,2
15447,617,4l71.XA.529,2
15448,617,4l71.XA.1406,2
15449,617,4l71.XA.1516,2
15450,617,4l71.XA.1405,2
15451,617,4l71.YA.1912,2
15452,617,4l71.XA.1490,2
15453,617,4l71.XA.1410,2
15454,617,4l71.XA.1491,2
15455,617,4l71.YA.1911,2
15456,617,4l71.XA.1493,2
15457,617,4l71.XA.1518,2
15458,617,4l71.XA.1497,2
15459,617,4l71.XA.1487,2
15460,617,4l71.XA.531,2
15461,617,4l71.XA.1496,2
15462,617,4l71.XA.1408,2
15463,617,4l71.XA.1492,2
15464,617,4l71.XA.1409,2
15465,617,4l71.XA.1412,2
15466,617,4l71.XA.1488,2
15467,617,4l71.XA.1407,2
15468,617,4l71.XA.1404,2
15469,617,4l71.XA.1495,2
15470,617,4l71.YA.1913,2
15471,617,4l71.XA.1499,2
15472,618,4l8r.A.20,24
15473,618,4l8r.A.23,24
15474,618,4l8r.A.6,24
15475,618,4l8r.A.7,24
15476,618,4l8r.A.22,24
15477,618,4l8r.A.19,24
15478,618,4l8r.A.5,24
15479,618,4l8r.A.21,24
15480,619,4lck.F.9,24
15481,619,4lck.F.10,24
15482,619,4lck.F.7,24
15483,619,4lck.F.8,24
15484,619,4lck.C.9,24
15485,619,4lck.C.8,24
15486,619,4lck.C.96,24
15487,619,4lck.C.7,24
15488,619,4lck.F.11,24
15489,619,4lck.F.96,24
15490,619,4lck.C.10,24
15491,619,4lck.C.11,24
15492,620,4lel.QA.1488,2
15493,620,4lel.QA.909,2
15494,620,4lel.RA.1911,2
15495,620,4lel.QA.1490,2
15496,620,4lel.QA.887,2
15497,620,4lel.QA.1409,2
15498,620,4lel.QA.1404,2
15499,620,4lel.QA.1408,2
15500,620,4lel.QA.1403,2
15501,620,4lel.RA.1912,2
15502,620,4lel.QA.1494,2
15503,620,4lel.QA.885,2
15504,620,4lel.QA.530,2
15505,620,4lel.QA.531,2
15506,620,4lel.QA.529,2
15507,620,4lel.QA.1491,2
15508,620,4lel.QA.1489,2
15509,620,4lel.QA.1496,2
15510,620,4lel.QA.889,2
15511,620,4lel.QA.1402,2
15512,620,4lel.QA.1412,2
15513,620,4lel.QA.1517,2
15514,620,4lel.QA.911,2
15515,620,4lel.QA.1498,2
15516,620,4lel.QA.1518,2
15517,620,4lel.RA.1917,2
15518,620,4lel.QA.1405,2
15519,620,4lel.QA.1410,2
15520,620,4lel.QA.1497,2
15521,620,4lel.QA.1492,2
15522,620,4lel.QA.888,2
15523,620,4lel.QA.1499,2
15524,620,4lel.QA.1516,2
15525,620,4lel.QA.886,2
15526,620,4lel.QA.1406,2
15527,620,4lel.QA.1487,2
15528,620,4lel.QA.1407,2
15529,620,4lel.QA.1495,2
15530,620,4lel.RA.1913,2
15531,620,4lel.QA.910,2
15532,620,4lel.QA.1411,2
15533,620,4lel.QA.1493,2
15534,621,4lel.RA.2062,25
15535,621,4lel.RA.2502,25
15536,621,4lel.YA.2554,25
15537,621,4lel.QV.74,25
15538,621,4lel.RA.2060,25
15539,621,4lel.RA.2556,25
15540,621,4lel.YA.2602,25
15541,621,4lel.YA.2449,25
15542,621,4lel.YA.2502,25
15543,621,4lel.RA.2454,25
15544,621,4lel.YA.2586,25
15545,621,4lel.RA.2555,25
15546,621,4lel.RA.2582,25
15547,621,4lel.RA.2602,25
15548,621,4lel.RA.2591,25
15549,621,4lel.RA.2610,25
15550,621,4lel.RA.2586,25
15551,621,4lel.YA.807,25
15552,621,4lel.YA.2064,25
15553,621,4lel.YA.2604,25
15554,621,4lel.YA.2573,25
15555,621,4lel.YA.2503,25
15556,621,4lel.RA.2584,25
15557,621,4lel.YA.2447,25
15558,621,4lel.RA.2509,25
15559,621,4lel.YA.2061,25
15560,621,4lel.YA.2592,25
15561,621,4lel.YA.2500,25
15562,621,4lel.YA.2601,25
15563,621,4lel.RA.2251,25
15564,621,4lel.RA.2611,25
15565,621,4lel.RA.2574,25
15566,621,4lel.YA.2501,25
15567,621,4lel.RA.2448,25
15568,621,4lel.YA.2450,25
15569,621,4lel.RA.2600,25
15570,621,4lel.YA.2552,25
15571,621,4lel.YA.2507,25
15572,621,4lel.YA.2453,25
15573,621,4lel.QV.76,25
15574,621,4lel.YA.2451,25
15575,621,4lel.YA.2445,25
15576,621,4lel.RA.2504,25
15577,621,4lel.RA.2585,25
15578,621,4lel.YA.2452,25
15579,621,4lel.YA.2584,25
15580,621,4lel.RA.2590,25
15581,621,4lel.RA.2575,25
15582,621,4lel.RA.2064,25
15583,621,4lel.XV.76,25
15584,621,4lel.YA.2600,25
15585,621,4lel.YA.2509,25
15586,621,4lel.Z8.76,25
15587,621,4lel.RA.2554,25
15588,621,4lel.RA.2508,25
15589,621,4lel.RA.2505,25
15590,621,4lel.RA.2446,25
15591,621,4lel.RA.2581,25
15592,621,4lel.YA.2581,25
15593,621,4lel.RA.2553,25
15594,621,4lel.RA.2605,25
15595,621,4lel.YA.2609,25
15596,621,4lel.RA.2589,25
15597,621,4lel.Z8.74,25
15598,621,4lel.YA.2059,25
15599,621,4lel.RA.2573,25
15600,621,4lel.YA.2582,25
15601,621,4lel.XV.74,25
15602,621,4lel.YA.2065,25
15603,621,4lel.RA.2447,25
15604,621,4lel.YA.2504,25
15605,621,4lel.YA.2512,25
15606,621,4lel.RA.2609,25
15607,621,4lel.RA.2587,25
15608,621,4lel.YA.2553,25
15609,621,4lel.YA.2556,25
15610,621,4lel.RA.2572,25
15611,621,4lel.RA.2063,25
15612,621,4lel.YA.2585,25
15613,621,4lel.YA.2505,25
15614,621,4lel.YA.2454,25
15615,621,4lel.YA.2587,25
15616,621,4lel.RA.2507,25
15617,621,4lel.YA.1782,25
15618,621,4lel.RA.2451,25
15619,621,4lel.RA.2551,25
15620,621,4lel.RA.1782,25
15621,621,4lel.YA.2499,25
15622,621,4lel.RA.2552,25
15623,621,4lel.YA.2062,25
15624,621,4lel.YA.2571,25
15625,621,4lel.YA.2506,25
15626,621,4lel.RA.2453,25
15627,621,4lel.RA.2501,25
15628,621,4lel.RA.2445,25
15629,621,4lel.YA.2611,25
15630,621,4lel.YA.2574,25
15631,621,4lel.YA.2508,25
15632,621,4lel.YA.2603,25
15633,621,4lel.Z6.74,25
15634,621,4lel.RA.2576,25
15635,621,4lel.Z8.75,25
15636,621,4lel.XV.75,25
15637,621,4lel.RA.2061,25
15638,621,4lel.YA.2591,25
15639,621,4lel.YA.2448,25
15640,621,4lel.RA.2059,25
15641,621,4lel.RA.2601,25
15642,621,4lel.RA.2450,25
15643,621,4lel.Z6.76,25
15644,621,4lel.RA.2577,25
15645,621,4lel.YA.2251,25
15646,621,4lel.RA.2583,25
15647,621,4lel.RA.2449,25
15648,621,4lel.YA.2060,25
15649,621,4lel.RA.2604,25
15650,621,4lel.QV.75,25
15651,621,4lel.RA.2592,25
15652,621,4lel.YA.2555,25
15653,621,4lel.YA.2575,25
15654,621,4lel.RA.2506,25
15655,621,4lel.RA.2512,25
15656,621,4lel.RA.2571,25
15657,621,4lel.YA.2583,25
15658,621,4lel.YA.2610,25
15659,621,4lel.YA.2580,25
15660,621,4lel.RA.2606,25
15661,621,4lel.Z6.75,25
15662,621,4lel.RA.2499,25
15663,621,4lel.RA.2503,25
15664,621,4lel.RA.2500,25
15665,621,4lel.YA.2446,25
15666,621,4lel.YA.2551,25
15667,621,4lel.RA.2452,25
15668,621,4lel.RA.2603,25
15669,621,4lel.RA.2580,25
15670,621,4lel.YA.2063,25
15671,621,4lel.YA.2572,25
15672,622,4lel.XA.1519,2
15673,622,4lel.XA.1405,2
15674,622,4lel.XA.1411,2
15675,622,4lel.XA.1491,2
15676,622,4lel.XA.530,2
15677,622,4lel.XA.909,2
15678,622,4lel.XA.529,2
15679,622,4lel.XA.911,2
15680,622,4lel.XA.1404,2
15681,622,4lel.XA.1493,2
15682,622,4lel.XA.1496,2
15683,622,4lel.XA.885,2
15684,622,4lel.XA.1412,2
15685,622,4lel.XA.1406,2
15686,622,4lel.XA.1410,2
15687,622,4lel.XA.1490,2
15688,622,4lel.XA.1494,2
15689,622,4lel.XA.1489,2
15690,622,4lel.XA.1517,2
15691,622,4lel.XY.36,2
15692,622,4lel.XA.1407,2
15693,622,4lel.XA.531,2
15694,622,4lel.XA.1499,2
15695,622,4lel.XA.1409,2
15696,622,4lel.XA.1495,2
15697,622,4lel.XA.887,2
15698,622,4lel.XA.910,2
15699,622,4lel.XA.1492,2
15700,622,4lel.YA.1917,2
15701,622,4lel.XA.1498,2
15702,622,4lel.XA.1516,2
15703,622,4lel.XA.889,2
15704,622,4lel.XA.1497,2
15705,622,4lel.YA.1912,2
15706,622,4lel.XA.1487,2
15707,622,4lel.XA.1408,2
15708,622,4lel.XA.1488,2
15709,622,4lel.XA.1518,2
15710,622,4lel.XA.1402,2
15711,622,4lel.XA.1403,2
15712,622,4lel.XA.888,2
15713,622,4lel.XA.886,2
15714,622,4lel.YA.1913,2
15715,622,4lel.YA.1911,2
15716,623,4lf4.A.1496,19
15717,623,4lf4.A.1409,19
15718,623,4lf4.A.1494,19
15719,623,4lf4.A.1403,19
15720,623,4lf4.A.1517,19
15721,623,4lf4.A.1498,19
15722,623,4lf4.A.1489,19
15723,623,4lf4.A.1499,19
15724,623,4lf4.A.1497,19
15725,623,4lf4.A.1405,19
15726,623,4lf4.A.1406,19
15727,623,4lf4.A.1492,19
15728,623,4lf4.A.1407,19
15729,623,4lf4.A.1408,19
15730,623,4lf4.A.1516,19
15731,623,4lf4.A.1491,19
15732,623,4lf4.A.1411,19
15733,623,4lf4.A.1490,19
15734,623,4lf4.A.1410,19
15735,623,4lf4.A.1404,19
15736,623,4lf4.A.1518,19
15737,623,4lf4.A.1495,19
15738,623,4lf4.A.1493,19
15739,624,4lf6.A.43,2
15740,624,4lf6.A.315,2
15741,624,4lf6.A.110,2
15742,624,4lf6.A.482,2
15743,624,4lf6.A.361,2
15744,624,4lf6.A.366,2
15745,624,4lf6.A.397,2
15746,624,4lf6.A.374,2
15747,624,4lf6.A.483,2
15748,624,4lf6.A.370,2
15749,624,4lf6.A.305,2
15750,624,4lf6.A.113,2
15751,624,4lf6.A.481,2
15752,624,4lf6.A.371,2
15753,624,4lf6.A.399,2
15754,624,4lf6.A.290,2
15755,624,4lf6.A.310,2
15756,624,4lf6.A.47,2
15757,624,4lf6.A.56,2
15758,624,4lf6.A.331,2
15759,624,4lf6.A.291,2
15760,624,4lf6.A.316,2
15761,624,4lf6.A.393,2
15762,624,4lf6.A.389,2
15763,624,4lf6.A.387,2
15764,624,4lf6.A.367,2
15765,624,4lf6.A.390,2
15766,624,4lf6.A.45,2
15767,624,4lf6.A.375,2
15768,624,4lf6.A.51,2
15769,624,4lf6.A.356,2
15770,624,4lf6.A.376,2
15771,624,4lf6.A.396,2
15772,624,4lf6.A.352,2
15773,624,4lf6.A.306,2
15774,624,4lf6.A.388,2
15775,624,4lf6.A.394,2
15776,624,4lf6.A.608,2
15777,624,4lf6.A.54,2
15778,624,4lf6.A.395,2
15779,624,4lf6.A.46,2
15780,624,4lf6.A.354,2
15781,624,4lf6.A.353,2
15782,624,4lf6.A.351,2
15783,624,4lf6.A.111,2
15784,624,4lf6.A.48,2
15785,624,4lf6.A.398,2
15786,624,4lf6.A.314,2
15787,624,4lf6.A.368,2
15788,624,4lf6.A.115,2
15789,624,4lf6.A.313,2
15790,624,4lf6.A.311,2
15791,624,4lf6.A.55,2
15792,624,4lf6.A.112,2
15793,624,4lf6.A.372,2
15794,624,4lf6.A.365,2
15795,624,4lf6.A.308,2
15796,624,4lf6.A.114,2
15797,624,4lf6.A.57,2
15798,624,4lf6.A.292,2
15799,624,4lf6.A.307,2
15800,624,4lf6.A.357,2
15801,624,4lf6.A.373,2
15802,624,4lf6.A.309,2
15803,624,4lf6.A.58,2
15804,624,4lf6.A.293,2
15805,624,4lf6.A.358,2
15806,624,4lf6.A.44,2
15807,624,4lf6.A.391,2
15808,624,4lf6.A.392,2
15809,624,4lf6.A.59,2
15810,624,4lf6.A.42,2
15811,624,4lf6.A.369,2
15812,624,4lf6.A.355,2
15813,625,4lf6.A.235,2
15814,625,4lf6.A.239,2
15815,625,4lf6.A.121,2
15816,625,4lf6.A.244,2
15817,625,4lf6.A.117,2
15818,625,4lf6.A.287,2
15819,625,4lf6.A.124,2
15820,625,4lf6.A.123,2
15821,625,4lf6.A.247,2
15822,625,4lf6.A.125,2
15823,625,4lf6.A.280,2
15824,625,4lf6.A.285,2
15825,625,4lf6.A.119,2
15826,625,4lf6.A.246,2
15827,625,4lf6.A.241,2
15828,625,4lf6.A.281,2
15829,625,4lf6.A.122,2
15830,625,4lf6.A.278,2
15831,625,4lf6.A.277,2
15832,625,4lf6.A.120,2
15833,625,4lf6.A.288,2
15834,625,4lf6.A.279,2
15835,625,4lf6.A.245,2
15836,625,4lf6.A.283,2
15837,625,4lf6.A.248,2
15838,625,4lf6.A.238,2
15839,625,4lf6.A.242,2
15840,625,4lf6.A.236,2
15841,625,4lf6.A.284,2
15842,625,4lf6.A.118,2
15843,625,4lf6.A.240,2
15844,625,4lf6.A.243,2
15845,625,4lf6.A.234,2
15846,625,4lf6.A.237,2
15847,625,4lf6.A.126,2
15848,625,4lf6.A.286,2
15849,625,4lf6.A.282,2
15850,626,4lf6.A.1407,2
15851,626,4lf6.A.1409,2
15852,626,4lf6.A.1486,2
15853,626,4lf6.A.1498,2
15854,626,4lf6.A.889,2
15855,626,4lf6.A.887,2
15856,626,4lf6.A.1411,2
15857,626,4lf6.A.1493,2
15858,626,4lf6.A.1488,2
15859,626,4lf6.A.1496,2
15860,626,4lf6.A.888,2
15861,626,4lf6.A.1413,2
15862,626,4lf6.A.1495,2
15863,626,4lf6.A.1403,2
15864,626,4lf6.A.911,2
15865,626,4lf6.A.910,2
15866,626,4lf6.A.909,2
15867,626,4lf6.A.1494,2
15868,626,4lf6.A.885,2
15869,626,4lf6.A.1406,2
15870,626,4lf6.A.1491,2
15871,626,4lf6.A.1405,2
15872,626,4lf6.A.1487,2
15873,626,4lf6.A.1490,2
15874,626,4lf6.A.1497,2
15875,626,4lf6.A.1489,2
15876,626,4lf6.A.1408,2
15877,626,4lf6.A.1410,2
15878,626,4lf6.A.1492,2
15879,626,4lf6.A.1404,2
15880,626,4lf6.A.886,2
15881,626,4lf6.A.1412,2
15882,627,4lf6.A.378,2
15883,627,4lf6.A.110,2
15884,627,4lf6.A.482,2
15885,627,4lf6.A.377,2
15886,627,4lf6.A.374,2
15887,627,4lf6.A.370,2
15888,627,4lf6.A.481,2
15889,627,4lf6.A.371,2
15890,627,4lf6.A.383,2
15891,627,4lf6.A.387,2
15892,627,4lf6.A.56,2
15893,627,4lf6.A.384,2
15894,627,4lf6.A.389,2
15895,627,4lf6.A.390,2
15896,627,4lf6.A.376,2
15897,627,4lf6.A.375,2
15898,627,4lf6.A.356,2
15899,627,4lf6.A.352,2
15900,627,4lf6.A.388,2
15901,627,4lf6.A.60,2
15902,627,4lf6.A.354,2
15903,627,4lf6.A.353,2
15904,627,4lf6.A.61,2
15905,627,4lf6.A.368,2
15906,627,4lf6.A.55,2
15907,627,4lf6.A.372,2
15908,627,4lf6.A.57,2
15909,627,4lf6.A.379,2
15910,627,4lf6.A.373,2
15911,627,4lf6.A.58,2
15912,627,4lf6.A.391,2
15913,627,4lf6.A.392,2
15914,627,4lf6.A.59,2
15915,627,4lf6.A.385,2
15916,627,4lf6.A.386,2
15917,627,4lf6.A.369,2
15918,627,4lf6.A.355,2
15919,628,4lf6.A.43,2
15920,628,4lf6.A.630,2
15921,628,4lf6.A.623,2
15922,628,4lf6.A.624,2
15923,628,4lf6.A.402,2
15924,628,4lf6.A.614,2
15925,628,4lf6.A.622,2
15926,628,4lf6.A.618,2
15927,628,4lf6.A.612,2
15928,628,4lf6.A.616,2
15929,628,4lf6.A.399,2
15930,628,4lf6.A.609,2
15931,628,4lf6.A.626,2
15932,628,4lf6.A.628,2
15933,628,4lf6.A.401,2
15934,628,4lf6.A.629,2
15935,628,4lf6.A.610,2
15936,628,4lf6.A.608,2
15937,628,4lf6.A.607,2
15938,628,4lf6.A.615,2
15939,628,4lf6.A.41,2
15940,628,4lf6.A.398,2
15941,628,4lf6.A.619,2
15942,628,4lf6.A.620,2
15943,628,4lf6.A.611,2
15944,628,4lf6.A.400,2
15945,628,4lf6.A.292,2
15946,628,4lf6.A.613,2
15947,628,4lf6.A.621,2
15948,628,4lf6.A.625,2
15949,628,4lf6.A.627,2
15950,628,4lf6.A.42,2
15951,628,4lf6.A.617,2
15952,629,4lf6.A.569,2
15953,629,4lf6.A.570,2
15954,629,4lf6.A.862,2
15955,629,4lf6.A.877,2
15956,629,4lf6.A.571,2
15957,629,4lf6.A.825,2
15958,629,4lf6.A.865,2
15959,629,4lf6.A.821,2
15960,629,4lf6.A.573,2
15961,629,4lf6.A.827,2
15962,629,4lf6.A.297,2
15963,629,4lf6.A.864,2
15964,629,4lf6.A.826,2
15965,629,4lf6.A.917,2
15966,629,4lf6.A.881,2
15967,629,4lf6.A.563,2
15968,629,4lf6.A.567,2
15969,629,4lf6.A.884,2
15970,629,4lf6.A.874,2
15971,629,4lf6.A.298,2
15972,629,4lf6.A.568,2
15973,629,4lf6.A.823,2
15974,629,4lf6.A.882,2
15975,629,4lf6.A.299,2
15976,629,4lf6.A.880,2
15977,629,4lf6.A.565,2
15978,629,4lf6.A.876,2
15979,629,4lf6.A.300,2
15980,629,4lf6.A.883,2
15981,629,4lf6.A.566,2
15982,629,4lf6.A.863,2
15983,629,4lf6.A.574,2
15984,629,4lf6.A.873,2
15985,629,4lf6.A.576,2
15986,629,4lf6.A.818,2
15987,629,4lf6.A.575,2
15988,629,4lf6.A.820,2
15989,629,4lf6.A.872,2
15990,629,4lf6.A.572,2
15991,629,4lf6.A.824,2
15992,629,4lf6.A.577,2
15993,629,4lf6.A.819,2
15994,629,4lf6.A.860,2
15995,629,4lf6.A.861,2
15996,629,4lf6.A.866,2
15997,629,4lf6.A.868,2
15998,629,4lf6.A.871,2
15999,629,4lf6.A.301,2
16000,629,4lf6.A.822,2
16001,629,4lf6.A.867,2
16002,629,4lf6.A.879,2
16003,629,4lf6.A.878,2
16004,629,4lf6.A.564,2
16005,629,4lf6.A.875,2
16006,630,4lf7.A.1195,2
16007,630,4lf7.A.1380,2
16008,630,4lf7.A.1384,2
16009,630,4lf7.A.1092,2
16010,630,4lf7.A.1192,2
16011,630,4lf7.A.1108,2
16012,630,4lf7.A.1181,2
16013,630,4lf7.A.939,2
16014,630,4lf7.A.932,2
16015,630,4lf7.A.1196,2
16016,630,4lf7.A.1193,2
16017,630,4lf7.A.1094,2
16018,630,4lf7.A.1187,2
16019,630,4lf7.A.1175,2
16020,630,4lf7.A.1111,2
16021,630,4lf7.A.1065,2
16022,630,4lf7.A.1060,2
16023,630,4lf7.A.1061,2
16024,630,4lf7.A.937,2
16025,630,4lf7.A.1194,2
16026,630,4lf7.A.934,2
16027,630,4lf7.A.935,2
16028,630,4lf7.A.1066,2
16029,630,4lf7.A.1198,2
16030,630,4lf7.A.1110,2
16031,630,4lf7.A.1185,2
16032,630,4lf7.A.1062,2
16033,630,4lf7.A.1067,2
16034,630,4lf7.A.1058,2
16035,630,4lf7.A.1383,2
16036,630,4lf7.A.1113,2
16037,630,4lf7.A.1381,2
16038,630,4lf7.A.936,2
16039,630,4lf7.A.1091,2
16040,630,4lf7.A.1191,2
16041,630,4lf7.A.1385,2
16042,630,4lf7.A.1197,2
16043,630,4lf7.A.1114,2
16044,630,4lf7.A.931,2
16045,630,4lf7.A.1186,2
16046,630,4lf7.A.1116,2
16047,630,4lf7.A.1068,2
16048,630,4lf7.A.1063,2
